[110, '?', 21]
['?', 98, 8]
['?', 236, 3]
[93, '?', 1]
[242, '?', 24]
['?', 244, 24]
['?', 598, 18]
[247, '?', 12]
['?', 246, 12]
['?', 19, 18]
[83, '?', 3]
['?', 81, 3]
['?', 83, 10]
[324, '?', 18]
[105, '?', 1]
[279, '?', 21]
[292, '?', 12]
['?', 291, 12]
[174, '?', 1]
['?', 238, 4]
['?', 605, 18]
[205, '?', 5]
['?', 206, 5]
[121, '?', 11]
['?', 122, 11]
[139, '?', 3]
[606, '?', 4]
[489, '?', 9]
[26, '?', 1]
['?', 27, 1]
[269, '?', 23]
['?', 267, 23]
[603, '?', 21]
[498, '?', 11]
['?', 499, 11]
[420, '?', 27]
['?', 418, 27]
['?', 152, 6]
[250, '?', 3]
['?', 251, 3]
[298, '?', 21]
['?', 287, 1]
[424, '?', 4]
['?', 423, 4]
[290, '?', 12]
['?', 289, 12]
['?', 148, 1]
[146, '?', 16]
[277, '?', 1]
['?', 144, 27]
[716, '?', 11]
['?', 717, 11]
[197, '?', 6]
['?', 352, 6]
['?', 63, 13]
[38, '?', 3]
['?', 304, 3]
[392, '?', 28]
[357, '?', 28]
[69, '?', 16]
['?', 67, 16]
[341, '?', 4]
['?', 346, 4]
[13, '?', 26]
['?', 148, 6]
['?', 602, 1]
['?', 84, 10]
[335, '?', 4]
['?', 449, 4]
[58, '?', 7]
['?', 46, 7]
[360, '?', 1]
['?', 197, 6]
[601, '?', 21]
[434, '?', 1]
['?', 168, 22]
[335, '?', 5]
['?', 449, 5]
[119, '?', 12]
['?', 118, 12]
[630, '?', 1]
[5, '?', 5]
['?', 3, 5]
[661, '?', 11]
['?', 662, 11]
[224, '?', 18]
[39, '?', 5]
['?', 484, 5]
[104, '?', 1]
[81, '?', 3]
['?', 82, 3]
[24, '?', 24]
['?', 25, 24]
[298, '?', 1]
[370, '?', 11]
['?', 615, 11]
[337, '?', 3]
['?', 483, 3]
[52, '?', 3]
['?', 50, 3]
[250, '?', 5]
['?', 252, 5]
[499, '?', 12]
['?', 498, 12]
[105, '?', 6]
['?', 341, 10]
['?', 63, 8]
[256, '?', 16]
[641, '?', 23]
[282, '?', 1]
[128, '?', 1]
[485, '?', 3]
['?', 17, 3]
['?', 599, 1]
['?', 19, 3]
[298, '?', 23]
['?', 428, 1]
[46, '?', 9]
[488, '?', 4]
['?', 476, 4]
[338, '?', 5]
['?', 475, 5]
['?', 128, 22]
['?', 269, 22]
[364, '?', 9]
[163, '?', 4]
['?', 11, 4]
['?', 198, 6]
[350, '?', 4]
[13, '?', 5]
[34, '?', 3]
['?', 182, 3]
[423, '?', 3]
['?', 424, 3]
[147, '?', 21]
['?', 510, 1]
[331, '?', 10]
['?', 256, 10]
[146, '?', 21]
[217, '?', 21]
['?', 226, 25]
[67, '?', 18]
['?', 69, 18]
[375, '?', 12]
['?', 374, 12]
[286, '?', 1]
[427, '?', 16]
[33, '?', 9]
['?', 398, 1]
[75, '?', 9]
[50, '?', 4]
['?', 51, 4]
[483, '?', 3]
['?', 480, 3]
['?', 599, 24]
[410, '?', 12]
['?', 409, 12]
['?', 197, 1]
[196, '?', 4]
[116, '?', 11]
['?', 117, 11]
['?', 168, 24]
['?', 337, 10]
[102, '?', 4]
['?', 455, 4]
['?', 509, 27]
['?', 202, 24]
[151, '?', 9]
['?', 202, 18]
['?', 218, 1]
[216, '?', 18]
['?', 218, 18]
[35, '?', 4]
['?', 398, 18]
[601, '?', 23]
[58, '?', 14]
[680, '?', 11]
['?', 681, 11]
[97, '?', 7]
['?', 28, 7]
['?', 214, 24]
['?', 604, 22]
[537, '?', 12]
['?', 369, 12]
['?', 606, 4]
[583, '?', 1]
[347, '?', 28]
[671, '?', 12]
['?', 670, 12]
[52, '?', 4]
['?', 50, 4]
[244, '?', 1]
[35, '?', 3]
['?', 33, 3]
[518, '?', 24]
['?', 520, 24]
[344, '?', 15]
['?', 123, 15]
['?', 428, 22]
['?', 501, 18]
[636, '?', 11]
['?', 637, 11]
['?', 381, 5]
[29, '?', 23]
['?', 273, 27]
['?', 127, 22]
[202, '?', 5]
['?', 197, 5]
['?', 75, 4]
['?', 391, 22]
[468, '?', 23]
[206, '?', 5]
['?', 10, 5]
[227, '?', 28]
['?', 155, 24]
['?', 507, 27]
[385, '?', 3]
[219, '?', 1]
[605, '?', 16]
[374, '?', 11]
['?', 375, 11]
['?', 430, 22]
[139, '?', 9]
['?', 431, 9]
[601, '?', 1]
[321, '?', 20]
['?', 323, 20]
[269, '?', 16]
['?', 267, 16]
[76, '?', 25]
['?', 109, 6]
['?', 516, 4]
[129, '?', 6]
['?', 130, 6]
[476, '?', 9]
[3, '?', 3]
['?', 394, 27]
[280, '?', 21]
[149, '?', 16]
['?', 538, 16]
[394, '?', 24]
['?', 601, 22]
[368, '?', 5]
['?', 367, 5]
['?', 279, 22]
[94, '?', 1]
[217, '?', 1]
[344, '?', 5]
['?', 104, 5]
[209, '?', 26]
['?', 165, 26]
[350, '?', 3]
['?', 252, 3]
[417, '?', 11]
['?', 672, 11]
['?', 51, 10]
['?', 206, 4]
[76, '?', 21]
[699, '?', 12]
['?', 534, 12]
[218, '?', 1]
[484, '?', 3]
['?', 39, 3]
[19, '?', 23]
[482, '?', 3]
['?', 478, 3]
[672, '?', 12]
['?', 417, 12]
[368, '?', 9]
[98, '?', 23]
[66, '?', 1]
['?', 65, 1]
[123, '?', 17]
['?', 344, 17]
[520, '?', 6]
[110, '?', 1]
[83, '?', 4]
[94, '?', 16]
[482, '?', 4]
['?', 340, 4]
['?', 520, 22]
[203, '?', 4]
['?', 204, 4]
['?', 148, 18]
[329, '?', 3]
['?', 328, 3]
['?', 280, 24]
['?', 108, 10]
['?', 474, 10]
['?', 482, 4]
[456, '?', 4]
[487, '?', 4]
['?', 484, 4]
[191, '?', 2]
['?', 190, 2]
[36, '?', 4]
['?', 21, 10]
[168, '?', 1]
[150, '?', 3]
['?', 629, 3]
['?', 353, 6]
[267, '?', 11]
['?', 268, 11]
[393, '?', 11]
['?', 565, 11]
['?', 372, 18]
[487, '?', 3]
['?', 484, 3]
[563, '?', 5]
['?', 20, 5]
[425, '?', 26]
['?', 226, 26]
['?', 155, 18]
[650, '?', 12]
['?', 649, 12]
['?', 107, 6]
['?', 472, 10]
[102, '?', 1]
[491, '?', 9]
[139, '?', 4]
['?', 137, 4]
[242, '?', 28]
[37, '?', 9]
[15, '?', 28]
['?', 14, 28]
['?', 256, 24]
[146, '?', 9]
[21, '?', 5]
[475, '?', 5]
['?', 476, 5]
['?', 75, 1]
[516, '?', 4]
['?', 351, 4]
[287, '?', 16]
[18, '?', 5]
['?', 182, 5]
[454, '?', 6]
['?', 305, 6]
[218, '?', 9]
[81, '?', 4]
['?', 83, 4]
[79, '?', 9]
[564, '?', 3]
['?', 606, 3]
[342, '?', 1]
['?', 343, 1]
['?', 99, 5]
['?', 191, 6]
['?', 107, 10]
['?', 105, 1]
[363, '?', 5]
['?', 85, 5]
[304, '?', 3]
['?', 346, 3]
[430, '?', 1]
[32, '?', 11]
['?', 356, 11]
[84, '?', 4]
['?', 85, 4]
[58, '?', 9]
['?', 61, 9]
[581, '?', 12]
['?', 580, 12]
[518, '?', 11]
['?', 519, 11]
[31, '?', 11]
['?', 293, 11]
[174, '?', 23]
[237, '?', 3]
['?', 238, 3]
['?', 11, 10]
[305, '?', 1]
[136, '?', 25]
[693, '?', 12]
['?', 692, 12]
['?', 151, 24]
[538, '?', 28]
['?', 105, 6]
[208, '?', 9]
[214, '?', 16]
['?', 64, 1]
[605, '?', 23]
['?', 52, 10]
['?', 152, 1]
[473, '?', 9]
[460, '?', 4]
[82, '?', 9]
['?', 488, 10]
['?', 367, 10]
['?', 149, 22]
['?', 489, 4]
[454, '?', 21]
[130, '?', 26]
['?', 128, 26]
[148, '?', 21]
[34, '?', 5]
['?', 33, 5]
[288, '?', 16]
[202, '?', 21]
['?', 163, 10]
[398, '?', 21]
['?', 400, 21]
[655, '?', 11]
['?', 686, 11]
['?', 583, 24]
[268, '?', 12]
['?', 267, 12]
['?', 490, 10]
[218, '?', 21]
[28, '?', 2]
['?', 212, 1]
[9, '?', 3]
['?', 10, 3]
[323, '?', 20]
['?', 321, 20]
[104, '?', 3]
['?', 344, 3]
[428, '?', 23]
['?', 545, 18]
[147, '?', 15]
['?', 324, 15]
['?', 23, 18]
[486, '?', 3]
['?', 473, 3]
['?', 82, 10]
[79, '?', 20]
['?', 41, 20]
[572, '?', 16]
['?', 393, 27]
['?', 218, 10]
[49, '?', 1]
['?', 101, 1]
['?', 412, 9]
['?', 58, 4]
['?', 295, 24]
[298, '?', 16]
[23, '?', 16]
[532, '?', 12]
['?', 507, 12]
['?', 427, 18]
['?', 191, 1]
[193, '?', 5]
['?', 194, 5]
[79, '?', 4]
[178, '?', 11]
['?', 179, 11]
[635, '?', 12]
['?', 634, 12]
[398, '?', 1]
['?', 17, 10]
['?', 76, 1]
[221, '?', 12]
['?', 220, 12]
[486, '?', 9]
['?', 429, 22]
[348, '?', 12]
['?', 347, 12]
[507, '?', 28]
[427, '?', 21]
[81, '?', 9]
[0, '?', 25]
[108, '?', 4]
[514, '?', 4]
['?', 513, 4]
[462, '?', 9]
[583, '?', 16]
[4, '?', 5]
['?', 36, 5]
[604, '?', 16]
['?', 299, 6]
[339, '?', 3]
['?', 340, 3]
[42, '?', 9]
[435, '?', 9]
[84, '?', 3]
['?', 85, 3]
[598, '?', 16]
['?', 344, 10]
[59, '?', 7]
['?', 604, 24]
[13, '?', 3]
['?', 316, 3]
['?', 368, 22]
[362, '?', 4]
[681, '?', 12]
['?', 680, 12]
[111, '?', 9]
[108, '?', 9]
[12, '?', 1]
['?', 13, 1]
[64, '?', 1]
[151, '?', 16]
['?', 456, 4]
[479, '?', 5]
['?', 364, 5]
[477, '?', 3]
['?', 458, 3]
[321, '?', 1]
[634, '?', 11]
['?', 635, 11]
[190, '?', 0]
['?', 191, 0]
[197, '?', 3]
['?', 202, 3]
['?', 401, 27]
[454, '?', 26]
['?', 455, 26]
[517, '?', 4]
[453, '?', 25]
[295, '?', 23]
[472, '?', 3]
['?', 485, 3]
[94, '?', 26]
['?', 93, 26]
['?', 111, 10]
['?', 335, 4]
[456, '?', 3]
['?', 457, 3]
['?', 60, 5]
[551, '?', 11]
['?', 552, 11]
['?', 234, 10]
['?', 425, 4]
[136, '?', 6]
['?', 138, 6]
['?', 219, 10]
[39, '?', 9]
[9, '?', 4]
[382, '?', 3]
[0, '?', 4]
['?', 2, 4]
[197, '?', 1]
[19, '?', 26]
['?', 23, 26]
[93, '?', 9]
[596, '?', 12]
['?', 595, 12]
['?', 56, 1]
['?', 251, 4]
[256, '?', 0]
['?', 23, 0]
['?', 87, 27]
['?', 483, 10]
[96, '?', 7]
['?', 98, 1]
[367, '?', 16]
['?', 369, 16]
[398, '?', 15]
['?', 397, 15]
[54, '?', 25]
['?', 56, 25]
[604, '?', 23]
[206, '?', 3]
['?', 205, 3]
[143, '?', 4]
[482, '?', 9]
['?', 218, 22]
[606, '?', 3]
['?', 329, 3]
[84, '?', 5]
['?', 86, 5]
['?', 485, 10]
[165, '?', 9]
['?', 288, 1]
[128, '?', 6]
['?', 129, 6]
[19, '?', 1]
['?', 256, 1]
['?', 226, 1]
[98, '?', 26]
['?', 214, 26]
[372, '?', 23]
['?', 373, 23]
['?', 73, 10]
[351, '?', 5]
['?', 516, 5]
['?', 91, 10]
['?', 520, 1]
[494, '?', 4]
['?', 472, 4]
[380, '?', 9]
[608, '?', 11]
['?', 609, 11]
[29, '?', 16]
[186, '?', 4]
['?', 187, 4]
['?', 392, 27]
[324, '?', 11]
['?', 325, 11]
['?', 91, 18]
[516, '?', 5]
['?', 517, 5]
['?', 262, 27]
[236, '?', 4]
[678, '?', 11]
['?', 679, 11]
[520, '?', 21]
[277, '?', 6]
['?', 479, 10]
[470, '?', 6]
[335, '?', 3]
['?', 334, 3]
[301, '?', 9]
['?', 295, 18]
[157, '?', 3]
['?', 435, 3]
[328, '?', 9]
[90, '?', 23]
['?', 76, 10]
[55, '?', 4]
[458, '?', 3]
['?', 456, 3]
[276, '?', 26]
['?', 277, 26]
[538, '?', 18]
['?', 149, 18]
['?', 287, 18]
['?', 39, 4]
['?', 128, 6]
['?', 146, 22]
['?', 104, 6]
[230, '?', 28]
[398, '?', 16]
['?', 6, 5]
['?', 360, 1]
[669, '?', 12]
['?', 395, 12]
[341, '?', 3]
['?', 339, 3]
[148, '?', 20]
['?', 147, 20]
['?', 455, 3]
[598, '?', 23]
[465, '?', 28]
[161, '?', 6]
[241, '?', 9]
[59, '?', 6]
['?', 58, 6]
['?', 478, 4]
['?', 601, 18]
[352, '?', 1]
[50, '?', 9]
['?', 280, 6]
['?', 457, 10]
[457, '?', 3]
['?', 86, 3]
[406, '?', 9]
[654, '?', 28]
[449, '?', 4]
['?', 277, 6]
[56, '?', 25]
['?', 63, 6]
[293, '?', 12]
['?', 31, 12]
[202, '?', 16]
['?', 322, 6]
[566, '?', 23]
[125, '?', 11]
['?', 126, 11]
[298, '?', 6]
['?', 95, 6]
[104, '?', 9]
['?', 413, 10]
[599, '?', 16]
['?', 23, 1]
['?', 297, 24]
['?', 398, 22]
[19, '?', 9]
[570, '?', 11]
['?', 571, 11]
[110, '?', 23]
[78, '?', 6]
['?', 26, 22]
['?', 481, 10]
[431, '?', 10]
['?', 139, 10]
['?', 484, 10]
[99, '?', 25]
[236, '?', 3]
['?', 80, 3]
[212, '?', 3]
['?', 213, 3]
['?', 380, 10]
[64, '?', 7]
['?', 294, 6]
['?', 215, 1]
['?', 49, 1]
[99, '?', 4]
['?', 108, 4]
[115, '?', 6]
[25, '?', 16]
['?', 24, 16]
['?', 174, 18]
[461, '?', 5]
['?', 17, 5]
[545, '?', 16]
[41, '?', 3]
['?', 157, 3]
[58, '?', 4]
[582, '?', 11]
['?', 557, 11]
[350, '?', 5]
['?', 349, 5]
['?', 91, 22]
['?', 534, 16]
['?', 82, 4]
[480, '?', 5]
['?', 483, 5]
['?', 209, 4]
[26, '?', 16]
[19, '?', 3]
['?', 20, 3]
[66, '?', 6]
['?', 438, 6]
['?', 207, 26]
[400, '?', 22]
[328, '?', 5]
['?', 329, 5]
[466, '?', 12]
['?', 465, 12]
['?', 280, 1]
[214, '?', 25]
['?', 345, 3]
[670, '?', 11]
['?', 671, 11]
[484, '?', 9]
[486, '?', 5]
['?', 481, 5]
['?', 334, 4]
[323, '?', 7]
[177, '?', 1]
[336, '?', 9]
[674, '?', 12]
['?', 673, 12]
['?', 317, 10]
['?', 59, 4]
['?', 458, 10]
['?', 510, 24]
[128, '?', 26]
['?', 130, 26]
[647, '?', 11]
['?', 648, 11]
[353, '?', 6]
[109, '?', 21]
['?', 294, 22]
['?', 566, 24]
[248, '?', 27]
['?', 246, 27]
[113, '?', 13]
['?', 111, 13]
[245, '?', 28]
['?', 498, 27]
[557, '?', 12]
['?', 582, 12]
['?', 59, 13]
[77, '?', 5]
['?', 78, 5]
[35, '?', 9]
['?', 641, 24]
['?', 34, 10]
[425, '?', 3]
['?', 449, 3]
['?', 599, 18]
[673, '?', 28]
[285, '?', 21]
[95, '?', 9]
[102, '?', 25]
[367, '?', 4]
['?', 368, 4]
[520, '?', 1]
[177, '?', 21]
['?', 146, 18]
[280, '?', 6]
[75, '?', 6]
[17, '?', 5]
['?', 485, 5]
[277, '?', 26]
['?', 276, 26]
[296, '?', 23]
['?', 101, 10]
[603, '?', 23]
[453, '?', 4]
[130, '?', 6]
[252, '?', 4]
[65, '?', 6]
[296, '?', 16]
[151, '?', 3]
['?', 367, 3]
[462, '?', 5]
['?', 490, 5]
[316, '?', 9]
[260, '?', 9]
['?', 261, 9]
['?', 196, 25]
['?', 279, 18]
[413, '?', 9]
['?', 638, 10]
[480, '?', 3]
['?', 317, 3]
[686, '?', 12]
['?', 655, 12]
['?', 76, 22]
['?', 29, 1]
['?', 10, 4]
[522, '?', 11]
['?', 523, 11]
[533, '?', 1]
[517, '?', 3]
['?', 516, 3]
['?', 182, 10]
[40, '?', 5]
[470, '?', 9]
[176, '?', 24]
['?', 177, 24]
[481, '?', 3]
['?', 486, 3]
['?', 475, 10]
[254, '?', 18]
['?', 124, 24]
['?', 423, 3]
['?', 100, 4]
[317, '?', 5]
['?', 480, 5]
[55, '?', 5]
['?', 54, 5]
[27, '?', 23]
['?', 110, 18]
['?', 151, 4]
[6, '?', 3]
[99, '?', 9]
['?', 219, 22]
[214, '?', 3]
[101, '?', 9]
[249, '?', 3]
['?', 160, 3]
[501, '?', 16]
['?', 96, 10]
[127, '?', 15]
['?', 132, 15]
[523, '?', 12]
['?', 522, 12]
[345, '?', 5]
[346, '?', 3]
['?', 341, 3]
[481, '?', 5]
['?', 479, 5]
['?', 168, 1]
[118, '?', 11]
['?', 119, 11]
[165, '?', 3]
[473, '?', 4]
['?', 494, 4]
[20, '?', 5]
['?', 19, 5]
[606, '?', 5]
['?', 564, 5]
[226, '?', 1]
[641, '?', 1]
['?', 174, 1]
[552, '?', 12]
['?', 551, 12]
[194, '?', 3]
['?', 193, 3]
[286, '?', 16]
[85, '?', 5]
['?', 84, 5]
[187, '?', 5]
['?', 186, 5]
['?', 102, 6]
[83, '?', 5]
['?', 460, 5]
['?', 18, 10]
[202, '?', 9]
[13, '?', 6]
['?', 207, 6]
[334, '?', 5]
['?', 335, 5]
['?', 296, 18]
[237, '?', 5]
['?', 316, 5]
[93, '?', 26]
['?', 94, 26]
[514, '?', 14]
['?', 664, 14]
[571, '?', 12]
['?', 570, 12]
['?', 40, 10]
['?', 99, 25]
[177, '?', 23]
['?', 176, 23]
[219, '?', 16]
['?', 101, 6]
['?', 234, 3]
['?', 0, 4]
[104, '?', 6]
[367, '?', 21]
['?', 461, 10]
[127, '?', 21]
[297, '?', 23]
[252, '?', 3]
['?', 250, 3]
[225, '?', 12]
['?', 224, 12]
['?', 294, 18]
['?', 406, 22]
[651, '?', 11]
['?', 652, 11]
['?', 96, 8]
['?', 159, 4]
[605, '?', 21]
['?', 60, 25]
[46, '?', 3]
[653, '?', 12]
['?', 245, 12]
['?', 486, 4]
[337, '?', 5]
['?', 336, 5]
[176, '?', 18]
['?', 177, 18]
[78, '?', 1]
['?', 428, 18]
[435, '?', 5]
['?', 157, 5]
['?', 397, 16]
[214, '?', 26]
['?', 98, 26]
[664, '?', 13]
['?', 514, 13]
[391, '?', 23]
['?', 230, 23]
['?', 602, 24]
['?', 598, 24]
['?', 716, 27]
['?', 168, 18]
[297, '?', 21]
[476, '?', 5]
['?', 488, 5]
[51, '?', 4]
[202, '?', 25]
[263, '?', 12]
['?', 262, 12]
['?', 630, 1]
[324, '?', 17]
['?', 147, 17]
[362, '?', 9]
['?', 90, 1]
['?', 474, 6]
['?', 434, 1]
[160, '?', 5]
['?', 249, 5]
[479, '?', 9]
[154, '?', 10]
['?', 146, 10]
['?', 190, 10]
[91, '?', 9]
[23, '?', 2]
['?', 256, 2]
[255, '?', 12]
['?', 254, 12]
[485, '?', 9]
[218, '?', 23]
[238, '?', 5]
[494, '?', 3]
['?', 472, 3]
[367, '?', 5]
['?', 151, 5]
[29, '?', 21]
['?', 321, 6]
[73, '?', 9]
[16, '?', 5]
['?', 18, 5]
['?', 7, 10]
['?', 340, 10]
['?', 194, 10]
[435, '?', 25]
[33, '?', 3]
['?', 34, 3]
[343, '?', 9]
['?', 482, 10]
['?', 641, 18]
['?', 456, 10]
[648, '?', 12]
['?', 647, 12]
[23, '?', 23]
[267, '?', 18]
['?', 269, 18]
[341, '?', 5]
['?', 346, 5]
[2, '?', 4]
['?', 105, 10]
[368, '?', 4]
[480, '?', 9]
['?', 305, 1]
['?', 603, 18]
['?', 16, 10]
['?', 501, 24]
[396, '?', 11]
['?', 700, 11]
['?', 197, 4]
['?', 139, 25]
[476, '?', 3]
['?', 475, 3]
[55, '?', 9]
['?', 56, 5]
[510, '?', 16]
['?', 641, 1]
['?', 77, 10]
['?', 491, 25]
['?', 474, 1]
['?', 347, 27]
[501, '?', 21]
[533, '?', 15]
['?', 534, 15]
[214, '?', 9]
[184, '?', 11]
['?', 185, 11]
[37, '?', 5]
['?', 39, 5]
[81, '?', 5]
['?', 83, 5]
['?', 284, 18]
[288, '?', 6]
['?', 115, 1]
[425, '?', 4]
[281, '?', 1]
['?', 462, 10]
[301, '?', 1]
[398, '?', 9]
['?', 73, 4]
[167, '?', 18]
[338, '?', 9]
[23, '?', 1]
['?', 45, 1]
[79, '?', 3]
[613, '?', 11]
['?', 614, 11]
[627, '?', 11]
['?', 628, 11]
['?', 279, 24]
[358, '?', 12]
['?', 357, 12]
[86, '?', 5]
['?', 457, 5]
[322, '?', 6]
['?', 46, 10]
[280, '?', 23]
[11, '?', 3]
['?', 9, 3]
[391, '?', 21]
[202, '?', 23]
[98, '?', 7]
['?', 59, 10]
[369, '?', 11]
['?', 537, 11]
['?', 428, 24]
[17, '?', 3]
['?', 461, 3]
[90, '?', 21]
['?', 245, 27]
[604, '?', 21]
[692, '?', 11]
['?', 693, 11]
['?', 239, 10]
[76, '?', 26]
['?', 73, 26]
[316, '?', 3]
['?', 237, 3]
[68, '?', 12]
['?', 67, 12]
['?', 641, 22]
['?', 470, 10]
['?', 210, 27]
['?', 219, 18]
[336, '?', 5]
['?', 338, 5]
['?', 55, 10]
[373, '?', 11]
['?', 714, 11]
['?', 94, 18]
[349, '?', 3]
['?', 350, 3]
[161, '?', 1]
[440, '?', 12]
['?', 439, 12]
['?', 295, 22]
[234, '?', 9]
[277, '?', 16]
[336, '?', 3]
['?', 337, 3]
['?', 298, 24]
[103, '?', 8]
['?', 139, 8]
[207, '?', 1]
[160, '?', 3]
['?', 158, 3]
['?', 19, 24]
[60, '?', 2]
['?', 327, 2]
[73, '?', 26]
['?', 76, 26]
['?', 80, 4]
[106, '?', 1]
['?', 54, 25]
[398, '?', 23]
[246, '?', 11]
['?', 247, 11]
[256, '?', 9]
['?', 331, 9]
[534, '?', 17]
['?', 533, 17]
['?', 304, 10]
['?', 28, 0]
[599, '?', 23]
[719, '?', 28]
[508, '?', 11]
['?', 632, 11]
[136, '?', 3]
[533, '?', 21]
[484, '?', 4]
['?', 5, 3]
[649, '?', 11]
['?', 650, 11]
[439, '?', 11]
['?', 440, 11]
[215, '?', 1]
['?', 106, 6]
['?', 600, 22]
[98, '?', 16]
[470, '?', 21]
['?', 110, 24]
['?', 136, 5]
['?', 39, 10]
[500, '?', 1]
['?', 429, 1]
['?', 230, 27]
[312, '?', 11]
['?', 313, 11]
[59, '?', 9]
[488, '?', 5]
['?', 478, 5]
[23, '?', 9]
[90, '?', 16]
[11, '?', 5]
['?', 163, 5]
[602, '?', 23]
['?', 214, 25]
[26, '?', 23]
[125, '?', 28]
[77, '?', 9]
[484, '?', 5]
['?', 487, 5]
[474, '?', 1]
['?', 362, 10]
['?', 470, 22]
['?', 109, 24]
['?', 107, 1]
['?', 90, 22]
[168, '?', 21]
[164, '?', 3]
[603, '?', 16]
[122, '?', 12]
['?', 121, 12]
[514, '?', 3]
['?', 513, 3]
[67, '?', 17]
['?', 69, 17]
[138, '?', 6]
['?', 139, 6]
[402, '?', 12]
['?', 401, 12]
[641, '?', 21]
['?', 294, 24]
[323, '?', 1]
['?', 16, 5]
['?', 320, 6]
['?', 381, 10]
['?', 42, 10]
[572, '?', 23]
[11, '?', 9]
[295, '?', 16]
[284, '?', 1]
[418, '?', 11]
['?', 419, 11]
[455, '?', 5]
[73, '?', 4]
[553, '?', 11]
['?', 554, 11]
['?', 217, 18]
[245, '?', 11]
['?', 653, 11]
['?', 533, 1]
['?', 208, 10]
[344, '?', 26]
['?', 345, 26]
['?', 372, 1]
['?', 269, 6]
[229, '?', 12]
['?', 228, 12]
[303, '?', 12]
['?', 302, 12]
[173, '?', 12]
['?', 172, 12]
['?', 602, 18]
[96, '?', 14]
['?', 65, 6]
['?', 598, 22]
[94, '?', 21]
[434, '?', 23]
[80, '?', 3]
['?', 42, 3]
[212, '?', 9]
[673, '?', 11]
['?', 674, 11]
[10, '?', 5]
['?', 9, 5]
[294, '?', 21]
[286, '?', 21]
[397, '?', 18]
[124, '?', 23]
[101, '?', 6]
[211, '?', 12]
['?', 210, 12]
[226, '?', 23]
['?', 394, 23]
[78, '?', 3]
['?', 77, 3]
['?', 265, 1]
[458, '?', 9]
[544, '?', 12]
['?', 543, 12]
['?', 166, 10]
['?', 148, 10]
[110, '?', 6]
[629, '?', 5]
['?', 150, 5]
['?', 317, 5]
['?', 124, 18]
[24, '?', 18]
['?', 25, 18]
[49, '?', 9]
[155, '?', 16]
[112, '?', 5]
['?', 111, 5]
['?', 284, 24]
[226, '?', 26]
['?', 425, 26]
[128, '?', 21]
['?', 110, 22]
[186, '?', 3]
['?', 187, 3]
['?', 572, 22]
[269, '?', 21]
[409, '?', 11]
['?', 410, 11]
[157, '?', 9]
[367, '?', 3]
['?', 368, 3]
[262, '?', 11]
['?', 263, 11]
['?', 430, 1]
[144, '?', 28]
['?', 79, 5]
['?', 238, 10]
['?', 468, 18]
['?', 336, 10]
[427, '?', 23]
[136, '?', 1]
[28, '?', 16]
['?', 501, 22]
['?', 338, 10]
['?', 489, 10]
['?', 165, 5]
[23, '?', 26]
['?', 19, 26]
[42, '?', 3]
['?', 40, 3]
[177, '?', 16]
['?', 176, 16]
[16, '?', 3]
['?', 438, 1]
[276, '?', 1]
[76, '?', 4]
['?', 533, 22]
[470, '?', 1]
[360, '?', 20]
['?', 299, 20]
[139, '?', 6]
[80, '?', 5]
['?', 236, 5]
[279, '?', 16]
[5, '?', 26]
['?', 4, 26]
[467, '?', 12]
['?', 223, 12]
[294, '?', 6]
['?', 501, 1]
['?', 23, 5]
[226, '?', 5]
[429, '?', 21]
[468, '?', 1]
['?', 202, 1]
['?', 214, 10]
[232, '?', 1]
['?', 213, 1]
[123, '?', 18]
['?', 344, 18]
['?', 79, 3]
['?', 97, 8]
[238, '?', 26]
['?', 234, 26]
['?', 136, 6]
[23, '?', 3]
[13, '?', 1]
['?', 207, 1]
['?', 424, 10]
[477, '?', 5]
['?', 424, 5]
[304, '?', 9]
[58, '?', 6]
[204, '?', 5]
['?', 203, 5]
['?', 81, 10]
[424, '?', 3]
['?', 477, 3]
[102, '?', 6]
['?', 13, 10]
['?', 324, 16]
[23, '?', 5]
[352, '?', 6]
[205, '?', 4]
